id,entity1,entity2,relation_id,note
2646,感染性疾病所致贫血,当归片,4,NULL
2647,感染性疾病所致贫血,养血安神片,4,NULL
2648,感染性疾病所致贫血,十全大补膏,4,NULL
2649,感染性疾病所致贫血,黄芪精,4,NULL
2650,感染性疾病所致贫血,八珍益母丸,4,NULL
2651,感染性疾病所致贫血,鸡心,5,NULL
2652,感染性疾病所致贫血,芝麻,5,NULL
2653,感染性疾病所致贫血,腰果,5,NULL
2654,感染性疾病所致贫血,南瓜子仁,5,NULL
2655,感染性疾病所致贫血,牛奶菠菜粥,6,NULL
2656,感染性疾病所致贫血,香蕉葡萄干牛奶,6,NULL
2657,感染性疾病所致贫血,牛奶蒸蛋,6,NULL
2658,感染性疾病所致贫血,小米素羹,6,NULL
2659,感染性疾病所致贫血,小米鹌鹑汤,6,NULL
2660,感染性疾病所致贫血,鹌鹑蛋小米羹,6,NULL
2661,感染性疾病所致贫血,枸杞玉米羹,6,NULL
2662,感染性疾病所致贫血,山药枸杞粥,6,NULL
2663,感染性疾病所致贫血,干腌菜,7,NULL
2664,感染性疾病所致贫血,啤酒,7,NULL
2665,感染性疾病所致贫血,白酒,7,NULL
2666,感染性疾病所致贫血,松子仁,7,NULL
2667,感染性疾病所致贫血,心脏病,8,NULL
2668,感染性疾病所致贫血,内科,9,NULL
2669,感染性疾病所致贫血,血液科,9,NULL
2670,感染性疾病所致贫血,药物治疗,10,NULL
2671,感染性疾病所致贫血,支持性治疗,10,NULL
2672,胎宝胶囊,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2673,天王补心丸,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2674,阿胶补血膏,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2675,参茸卫生丸,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2676,十全大补酒,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2677,八珍颗粒,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2678,当归片,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2679,养血安神片,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2680,十全大补膏,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2681,黄芪精,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2682,八珍益母丸,重庆中药二厂八珍益母丸(八珍益母丸),2,NULL
2683,小儿史-约综合征,声音嘶哑,1,NULL
2684,小儿史-约综合征,腹泻,1,NULL
2685,小儿史-约综合征,呼吸困难,1,NULL
2686,小儿史-约综合征,黏膜损害,1,NULL
2687,小儿史-约综合征,吞咽困难,1,NULL
2688,小儿史-约综合征,腹痛,1,NULL
2689,小儿史-约综合征,排尿不畅,1,NULL
2690,小儿史-约综合征,结痂,1,NULL
2691,小儿史-约综合征,流涎,1,NULL
2692,小儿史-约综合征,阿昔洛韦缓释片,2,NULL
2693,小儿史-约综合征,利巴韦林片,2,NULL
2694,小儿史-约综合征,皮损,3,NULL
2695,小儿史-约综合征,C-反应蛋白检验（CRP）,3,NULL
2696,小儿史-约综合征,胸部透视,3,NULL
2697,小儿史-约综合征,心电图,3,NULL
2698,小儿史-约综合征,胸部平片,3,NULL
2699,小儿史-约综合征,脑电图检查,3,NULL
2700,小儿史-约综合征,阿昔洛韦胶囊,4,NULL
2701,小儿史-约综合征,青鹏膏剂,4,NULL
2702,小儿史-约综合征,阿昔洛韦乳膏,4,NULL
2703,小儿史-约综合征,利巴韦林片,4,NULL
2704,小儿史-约综合征,连翘败毒片,4,NULL
2705,小儿史-约综合征,阿昔洛韦凝胶,4,NULL
2706,小儿史-约综合征,利巴韦林含片,4,NULL
2707,小儿史-约综合征,化毒丹,4,NULL
2708,小儿史-约综合征,盐酸吗啉胍片,4,NULL
2709,小儿史-约综合征,阿昔洛韦缓释片,4,NULL
2710,小儿史-约综合征,血尿,8,NULL
2711,小儿史-约综合征,儿科,9,NULL
2712,小儿史-约综合征,儿科综合,9,NULL
2713,小儿史-约综合征,药物治疗,10,NULL
2714,小儿史-约综合征,支持性治疗,10,NULL
2715,阿昔洛韦胶囊,艾韦达(阿昔洛韦缓释片),2,NULL
2716,青鹏膏剂,艾韦达(阿昔洛韦缓释片),2,NULL
2717,阿昔洛韦乳膏,艾韦达(阿昔洛韦缓释片),2,NULL
2718,利巴韦林片,艾韦达(阿昔洛韦缓释片),2,NULL
2719,连翘败毒片,艾韦达(阿昔洛韦缓释片),2,NULL
2720,阿昔洛韦凝胶,艾韦达(阿昔洛韦缓释片),2,NULL
2721,利巴韦林含片,艾韦达(阿昔洛韦缓释片),2,NULL
2722,化毒丹,艾韦达(阿昔洛韦缓释片),2,NULL
2723,盐酸吗啉胍片,艾韦达(阿昔洛韦缓释片),2,NULL
2724,阿昔洛韦缓释片,艾韦达(阿昔洛韦缓释片),2,NULL
2725,妊娠合并支原体感染,孕妇小腹痛,1,NULL
2726,妊娠合并支原体感染,阴道分泌物增多,1,NULL
2727,妊娠合并支原体感染,安胎丸,2,NULL
2728,妊娠合并支原体感染,千金保孕丸,2,NULL
2729,妊娠合并支原体感染,外阴部妇科常规检查,3,NULL
2730,妊娠合并支原体感染,千金保孕丸,4,NULL
2731,妊娠合并支原体感染,安胎丸,4,NULL
2732,妊娠合并支原体感染,安胎益母丸,4,NULL
2733,妊娠合并支原体感染,地诺前列酮栓,4,NULL
2734,妊娠合并支原体感染,肺炎,8,NULL
2735,妊娠合并支原体感染,妇产科,9,NULL
2736,妊娠合并支原体感染,产科,9,NULL
2737,妊娠合并支原体感染,药物治疗,10,NULL
2738,妊娠合并支原体感染,支持治疗,10,NULL
2739,千金保孕丸,欣普贝生(地诺前列酮栓),2,NULL
2740,千金保孕丸,欣普贝生(地诺前列酮栓),2,NULL
2741,安胎丸,欣普贝生(地诺前列酮栓),2,NULL
2742,安胎丸,欣普贝生(地诺前列酮栓),2,NULL
2743,安胎益母丸,欣普贝生(地诺前列酮栓),2,NULL
2744,安胎益母丸,欣普贝生(地诺前列酮栓),2,NULL
2745,地诺前列酮栓,欣普贝生(地诺前列酮栓),2,NULL
2746,地诺前列酮栓,欣普贝生(地诺前列酮栓),2,NULL
2747,支原体尿路感染,尿道刺痒,1,NULL
2748,支原体尿路感染,尿内出现蛋白及管型,1,NULL
2749,支原体尿路感染,尿频,1,NULL
2750,支原体尿路感染,尿液氨水味,1,NULL
2751,支原体尿路感染,集合管或乳头弥...,1,NULL
2752,支原体尿路感染,尿道口有白膜形成,1,NULL
2753,支原体尿路感染,尿痛,1,NULL
2754,支原体尿路感染,头孢氨苄胶囊,2,NULL
2755,支原体尿路感染,盐酸左氧氟沙星胶囊,2,NULL
2756,支原体尿路感染,体温测量,3,NULL
2757,支原体尿路感染,肺炎支原体补体结合试验,3,NULL
2758,支原体尿路感染,补体结合试验,3,NULL
2759,支原体尿路感染,白细胞分类计数,3,NULL
2760,支原体尿路感染,氨苄西林胶囊,4,NULL
2761,支原体尿路感染,头孢拉定胶囊,4,NULL
2762,支原体尿路感染,八宝丹胶囊,4,NULL
2763,支原体尿路感染,阿莫西林颗粒,4,NULL
2764,支原体尿路感染,头孢克洛颗粒,4,NULL
2765,支原体尿路感染,头孢呋辛酯干混悬剂,4,NULL
2766,支原体尿路感染,磷霉素氨丁三醇散,4,NULL
2767,支原体尿路感染,依托红霉素片,4,NULL
2768,支原体尿路感染,盐酸左氧氟沙星胶囊,4,NULL
2769,支原体尿路感染,头孢氨苄胶囊,4,NULL
2770,支原体尿路感染,十八味诃子丸,4,NULL
2771,支原体尿路感染,匹多莫德颗粒剂,4,NULL
2772,支原体尿路感染,盐酸头孢他美酯片,4,NULL
2773,支原体尿路感染,氟康唑胶囊,4,NULL
2774,支原体尿路感染,盐酸头孢他美酯干混悬剂,4,NULL
2775,支原体尿路感染,匹多莫德口服溶液,4,NULL
2776,支原体尿路感染,注射用头孢唑林钠,4,NULL
2777,支原体尿路感染,头孢拉定分散片,4,NULL
2778,支原体尿路感染,替勃龙片,4,NULL
2779,支原体尿路感染,乳酸左氧氟沙星片,4,NULL
2780,支原体尿路感染,蜂蜜,5,NULL
2781,支原体尿路感染,鸡蛋,5,NULL
2782,支原体尿路感染,芝麻,5,NULL
2783,支原体尿路感染,桃仁,5,NULL
2784,支原体尿路感染,甘蔗萝卜汤,6,NULL
2785,支原体尿路感染,苹果甘蔗番茄汁,6,NULL
2786,支原体尿路感染,雪梨莲藕汁,6,NULL
2787,支原体尿路感染,糯米莲藕,6,NULL
2788,支原体尿路感染,玉米须菊明茶,6,NULL
2789,支原体尿路感染,玉米须车前饮,6,NULL
2790,支原体尿路感染,玉米须粥,6,NULL
2791,支原体尿路感染,桃仁红枣粥,6,NULL
2792,支原体尿路感染,鹿肉,7,NULL
2793,支原体尿路感染,啤酒,7,NULL
2794,支原体尿路感染,白酒,7,NULL
2795,支原体尿路感染,鸡肝,7,NULL
2796,支原体尿路感染,肾盂肾炎,8,NULL
2797,支原体尿路感染,内科,9,NULL
2798,支原体尿路感染,肾内科,9,NULL
2799,支原体尿路感染,药物治疗,10,NULL
2800,支原体尿路感染,支持治疗,10,NULL
2801,氨苄西林胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2802,头孢拉定胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2803,八宝丹胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2804,阿莫西林颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2805,头孢克洛颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2806,头孢呋辛酯干混悬剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2807,磷霉素氨丁三醇散,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2808,依托红霉素片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2809,盐酸左氧氟沙星胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2810,头孢氨苄胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2811,十八味诃子丸,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2812,匹多莫德颗粒剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2813,盐酸头孢他美酯片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2814,氟康唑胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2815,盐酸头孢他美酯干混悬剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2816,匹多莫德口服溶液,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2817,注射用头孢唑林钠,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2818,头孢拉定分散片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2819,替勃龙片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2820,乳酸左氧氟沙星片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
2821,小儿衣原体肺炎,淋巴结肿大,1,NULL
2822,小儿衣原体肺炎,胸痛,1,NULL
2823,小儿衣原体肺炎,嗜睡,1,NULL
2824,小儿衣原体肺炎,声音嘶哑,1,NULL
2825,小儿衣原体肺炎,流鼻涕,1,NULL
2826,小儿衣原体肺炎,鼻塞,1,NULL
2827,小儿衣原体肺炎,腹痛,1,NULL
2828,小儿衣原体肺炎,低热,1,NULL
2829,小儿衣原体肺炎,蛋白尿,1,NULL
2830,小儿衣原体肺炎,啰音,1,NULL
2831,小儿衣原体肺炎,依托红霉素片,2,NULL
2832,小儿衣原体肺炎,罗红霉素分散片,2,NULL
2833,小儿衣原体肺炎,耳、鼻、咽拭子细菌培养,3,NULL
2834,小儿衣原体肺炎,沙眼衣原体IgM和IgG,3,NULL
2835,小儿衣原体肺炎,尿常规,3,NULL
2836,小儿衣原体肺炎,便常规,3,NULL
2837,小儿衣原体肺炎,痰液常规检查,3,NULL
2838,小儿衣原体肺炎,罗红霉素胶囊,4,NULL
2839,小儿衣原体肺炎,依托红霉素颗粒,4,NULL
2840,小儿衣原体肺炎,四环素片,4,NULL
2841,小儿衣原体肺炎,盐酸美他环素片,4,NULL
2842,小儿衣原体肺炎,依托红霉素片,4,NULL
2843,小儿衣原体肺炎,盐酸多西环素胶囊,4,NULL
2844,小儿衣原体肺炎,罗红霉素分散片,4,NULL
2845,小儿衣原体肺炎,土霉素片,4,NULL
2846,小儿衣原体肺炎,依托红霉素混悬液,4,NULL
2847,小儿衣原体肺炎,十三味红花丸,4,NULL
2848,小儿衣原体肺炎,罗红霉素干混悬剂,4,NULL
2849,小儿衣原体肺炎,盐酸多西环素片,4,NULL
2850,小儿衣原体肺炎,红霉素肠溶片,4,NULL
2851,小儿衣原体肺炎,鸡肉,5,NULL
2852,小儿衣原体肺炎,腰果,5,NULL
2853,小儿衣原体肺炎,南瓜子仁,5,NULL
2854,小儿衣原体肺炎,莲子,5,NULL
2855,小儿衣原体肺炎,西式牛奶粥,6,NULL
2856,小儿衣原体肺炎,牛奶杏仁粥,6,NULL
2857,小儿衣原体肺炎,牛奶花生粥,6,NULL
2858,小儿衣原体肺炎,苹果生菜酸奶汁,6,NULL
2859,小儿衣原体肺炎,酸奶银耳水果羹,6,NULL
2860,小儿衣原体肺炎,清炒绿豆芽,6,NULL
2861,小儿衣原体肺炎,赤小豆鸡汤,6,NULL
2862,小儿衣原体肺炎,赤小豆鲤鱼汤,6,NULL
2863,小儿衣原体肺炎,白砂糖,7,NULL
2864,小儿衣原体肺炎,花生（炒）,7,NULL
2865,小儿衣原体肺炎,白扁豆,7,NULL
2866,小儿衣原体肺炎,螃蟹,7,NULL
2867,小儿衣原体肺炎,贫血,8,NULL
2868,小儿衣原体肺炎,儿科,9,NULL
2869,小儿衣原体肺炎,小儿内科,9,NULL
2870,小儿衣原体肺炎,药物治疗,10,NULL
2871,小儿衣原体肺炎,支持性治疗,10,NULL
2872,罗红霉素胶囊,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2873,依托红霉素颗粒,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2874,四环素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2875,盐酸美他环素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2876,依托红霉素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2877,盐酸多西环素胶囊,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2878,罗红霉素分散片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2879,土霉素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2880,依托红霉素混悬液,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2881,十三味红花丸,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2882,罗红霉素干混悬剂,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2883,盐酸多西环素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2884,红霉素肠溶片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
2885,急性气管支气管炎,恶心与呕吐,1,NULL
2886,急性气管支气管炎,声音嘶哑,1,NULL
2887,急性气管支气管炎,黏液脓性痰,1,NULL
2888,急性气管支气管炎,呼吸困难,1,NULL
2889,急性气管支气管炎,鼻塞,1,NULL
2890,急性气管支气管炎,乏力,1,NULL
2891,急性气管支气管炎,发绀,1,NULL
2892,急性气管支气管炎,气急,1,NULL
2893,急性气管支气管炎,啰音,1,NULL
2894,急性气管支气管炎,乳酸左氧氟沙星片,2,NULL
2895,急性气管支气管炎,喷托维林氯化铵糖浆,2,NULL
2896,急性气管支气管炎,涂片,3,NULL
2897,急性气管支气管炎,阿奇霉素胶囊,4,NULL
2898,急性气管支气管炎,盐酸氨溴索口服溶液,4,NULL
2899,急性气管支气管炎,盐酸氨溴索胶囊,4,NULL
2900,急性气管支气管炎,盐酸氨溴索片,4,NULL
2901,急性气管支气管炎,阿奇霉素分散片,4,NULL
2902,急性气管支气管炎,盐酸环丙沙星片,4,NULL
2903,急性气管支气管炎,小青龙颗粒,4,NULL
2904,急性气管支气管炎,阿奇霉素片,4,NULL
2905,急性气管支气管炎,乳酸左氧氟沙星片,4,NULL
2906,急性气管支气管炎,喷托维林氯化铵糖浆,4,NULL
2907,急性气管支气管炎,鸡蛋,5,NULL
2908,急性气管支气管炎,鸡肉,5,NULL
2909,急性气管支气管炎,鸡肝,5,NULL
2910,急性气管支气管炎,葵花子仁,5,NULL
2911,急性气管支气管炎,鸡肉鱼片枸杞豆腐汤,6,NULL
2912,急性气管支气管炎,鸡肉蛋花木耳汤,6,NULL
2913,急性气管支气管炎,鸡蛋炒面,6,NULL
2914,急性气管支气管炎,鸡蛋银耳羹,6,NULL
2915,急性气管支气管炎,荠菜鸡蛋汤,6,NULL
2916,急性气管支气管炎,咸蛋蒸猪肉,6,NULL
2917,急性气管支气管炎,酱豆腐汁烧猪肉,6,NULL
2918,急性气管支气管炎,鱼肉鸡蛋汤,6,NULL
2919,急性气管支气管炎,啤酒,7,NULL
2920,急性气管支气管炎,白酒,7,NULL
2921,急性气管支气管炎,鸡肝,7,NULL
2922,急性气管支气管炎,腐竹,7,NULL
2923,急性气管支气管炎,尿失禁,8,NULL
2924,急性气管支气管炎,内科,9,NULL
2925,急性气管支气管炎,呼吸内科,9,NULL
2926,急性气管支气管炎,药物治疗,10,NULL
2927,急性气管支气管炎,支持性治疗,10,NULL
2928,阿奇霉素胶囊,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2929,阿奇霉素胶囊,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2930,盐酸氨溴索口服溶液,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2931,盐酸氨溴索口服溶液,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2932,盐酸氨溴索胶囊,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2933,盐酸氨溴索胶囊,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2934,盐酸氨溴索片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2935,盐酸氨溴索片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2936,阿奇霉素分散片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2937,阿奇霉素分散片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2938,盐酸环丙沙星片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2939,盐酸环丙沙星片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2940,小青龙颗粒,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2941,小青龙颗粒,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2942,阿奇霉素片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2943,阿奇霉素片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2944,乳酸左氧氟沙星片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2945,乳酸左氧氟沙星片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2946,喷托维林氯化铵糖浆,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2947,喷托维林氯化铵糖浆,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
2948,急性特发性心包炎,无力,1,NULL
2949,急性特发性心包炎,胸痛,1,NULL
2950,急性特发性心包炎,心包纤维增厚,1,NULL
2951,急性特发性心包炎,呼吸困难,1,NULL
2952,急性特发性心包炎,食欲不振,1,NULL
2953,急性特发性心包炎,心包炎,1,NULL
2954,急性特发性心包炎,胸骨后疼痛,1,NULL
2955,急性特发性心包炎,心包积液,1,NULL
2956,急性特发性心包炎,稽留热,1,NULL
2957,急性特发性心包炎,弛张热,1,NULL
2958,急性特发性心包炎,硬脂酸红霉素片,2,NULL
2959,急性特发性心包炎,心电图,3,NULL
2960,急性特发性心包炎,硬脂酸红霉素片,4,NULL
2961,急性特发性心包炎,缩窄性心包炎,8,NULL
2962,急性特发性心包炎,内科,9,NULL
2963,急性特发性心包炎,心内科,9,NULL
2964,急性特发性心包炎,手术治疗,10,NULL
2965,急性特发性心包炎,药物治疗,10,NULL
2966,急性特发性心包炎,支持性治疗,10,NULL
2967,硬脂酸红霉素片,台山化学制药硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2968,硬脂酸红霉素片,武汉中联硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2969,硬脂酸红霉素片,沈阳东新硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2970,硬脂酸红霉素片,福建闽东力捷迅硬脂酸红霉素(硬脂酸红霉素片),2,NULL
2971,硬脂酸红霉素片,成都菊乐硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2972,硬脂酸红霉素片,大连美罗硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2973,硬脂酸红霉素片,吉林东丰硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2974,硬脂酸红霉素片,吉林华威硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2975,硬脂酸红霉素片,四川制药制剂硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2976,硬脂酸红霉素片,四川金山禅心硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2977,硬脂酸红霉素片,北京万辉双鹤硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2978,硬脂酸红霉素片,广州白云山光华硬脂酸红霉素(硬脂酸红霉素片),2,NULL
2979,硬脂酸红霉素片,辽宁盛生硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2980,硬脂酸红霉素片,西南药业硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2981,硬脂酸红霉素片,大连金石滩硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2982,硬脂酸红霉素片,大连天宇硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2983,硬脂酸红霉素片,东北制药硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2984,硬脂酸红霉素片,陕西渭南华仁硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2985,硬脂酸红霉素片,辽宁泰兴硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2986,硬脂酸红霉素片,辽宁格林硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2987,硬脂酸红霉素片,甘肃兰药硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2988,硬脂酸红霉素片,江苏黄河药业硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2989,硬脂酸红霉素片,大连美罗硬脂酸红霉素片(硬脂酸红霉素片),2,NULL
2990,小儿支气管肺炎,循环衰竭,1,NULL
2991,小儿支气管肺炎,呼吸衰竭,1,NULL
2992,小儿支气管肺炎,胸腔积液,1,NULL
2993,小儿支气管肺炎,颈静脉怒张,1,NULL
2994,小儿支气管肺炎,呼吸困难,1,NULL
2995,小儿支气管肺炎,小儿咳嗽,1,NULL
2996,小儿支气管肺炎,烦躁不安,1,NULL
2997,小儿支气管肺炎,发绀,1,NULL
2998,小儿支气管肺炎,啰音,1,NULL
2999,小儿支气管肺炎,羧甲司坦片,2,NULL
3000,小儿支气管肺炎,小儿肺热平胶囊,2,NULL
3001,小儿支气管肺炎,胸腔积液检查,3,NULL
3002,小儿支气管肺炎,尿常规,3,NULL
3003,小儿支气管肺炎,支原体检查法,3,NULL
3004,小儿支气管肺炎,痰培养+药敏试验,3,NULL
3005,小儿支气管肺炎,痰液常规检查,3,NULL
3006,小儿支气管肺炎,胸部平片,3,NULL
3007,小儿支气管肺炎,心电图,3,NULL
3008,小儿支气管肺炎,血常规,3,NULL
3009,小儿支气管肺炎,儿童支气管镜检查,3,NULL
3010,小儿支气管肺炎,涂片,3,NULL
3011,小儿支气管肺炎,羧甲司坦片,4,NULL
3012,小儿支气管肺炎,阿奇霉素片,4,NULL
3013,小儿支气管肺炎,小儿肺热平胶囊,4,NULL
3014,小儿支气管肺炎,复方桔梗止咳片,4,NULL
3015,小儿支气管肺炎,鸡蛋,5,NULL
3016,小儿支气管肺炎,鸡肉,5,NULL
3017,小儿支气管肺炎,花生,5,NULL
3018,小儿支气管肺炎,核桃,5,NULL
3019,小儿支气管肺炎,菜花泥子汤,6,NULL
3020,小儿支气管肺炎,猪肉青菜粥,6,NULL
3021,小儿支气管肺炎,卷心菜菠萝汁,6,NULL
3022,小儿支气管肺炎,菠菜豆腐汤,6,NULL
3023,小儿支气管肺炎,双菇番茄黄瓜紫菜汤,6,NULL
3024,小儿支气管肺炎,瑶柱生菜白菜汤,6,NULL
3025,小儿支气管肺炎,菠菜双蛋羹,6,NULL
3026,小儿支气管肺炎,雪菜肉末粥,6,NULL
3027,小儿支气管肺炎,油豆腐,7,NULL
3028,小儿支气管肺炎,赤小豆,7,NULL
3029,小儿支气管肺炎,羊油,7,NULL
3030,小儿支气管肺炎,田螺,7,NULL
3031,小儿支气管肺炎,心肌炎,8,NULL
3032,小儿支气管肺炎,心包炎,8,NULL
3033,小儿支气管肺炎,溶血性贫血,8,NULL
3034,小儿支气管肺炎,血小板减少症,8,NULL
3035,小儿支气管肺炎,脑膜炎,8,NULL
3036,小儿支气管肺炎,肝炎,8,NULL
3037,小儿支气管肺炎,消化道出血,8,NULL
3038,小儿支气管肺炎,儿科,9,NULL
3039,小儿支气管肺炎,小儿内科,9,NULL
3040,小儿支气管肺炎,药物治疗,10,NULL
3041,小儿支气管肺炎,对症治疗,10,NULL
3042,小儿支气管肺炎,康复治疗,10,NULL
3043,羧甲司坦片,正和复方桔梗止咳片(复方桔梗止咳片),2,NULL
3044,羧甲司坦片,闽海药业复方桔梗止咳片(复方桔梗止咳片),2,NULL
3045,阿奇霉素片,正和复方桔梗止咳片(复方桔梗止咳片),2,NULL
3046,阿奇霉素片,闽海药业复方桔梗止咳片(复方桔梗止咳片),2,NULL
3047,小儿肺热平胶囊,正和复方桔梗止咳片(复方桔梗止咳片),2,NULL
3048,小儿肺热平胶囊,闽海药业复方桔梗止咳片(复方桔梗止咳片),2,NULL
3049,复方桔梗止咳片,正和复方桔梗止咳片(复方桔梗止咳片),2,NULL
3050,复方桔梗止咳片,闽海药业复方桔梗止咳片(复方桔梗止咳片),2,NULL
3051,小儿自身免疫性溶血性贫血,出血倾向,1,NULL
3052,小儿自身免疫性溶血性贫血,疲劳,1,NULL
3053,小儿自身免疫性溶血性贫血,蛋白尿,1,NULL
3054,小儿自身免疫性溶血性贫血,闫铁,1,NULL
3055,小儿自身免疫性溶血性贫血,溶血性贫血,1,NULL
3056,小儿自身免疫性溶血性贫血,血红蛋白尿,1,NULL
3057,小儿自身免疫性溶血性贫血,腹痛,1,NULL
3058,小儿自身免疫性溶血性贫血,血小板减少,1,NULL
3059,小儿自身免疫性溶血性贫血,发绀,1,NULL
3060,小儿自身免疫性溶血性贫血,反复感染,1,NULL
3061,小儿自身免疫性溶血性贫血,达那唑胶囊,2,NULL
3062,小儿自身免疫性溶血性贫血,赖氨酸维B12颗粒,2,NULL
3063,小儿自身免疫性溶血性贫血,血常规,3,NULL
