id,name,kind,state
1340,胸部CT检查,3,0
1341,血尿胶囊,2,0
1342,芦笋粥,7,0
1343,不明原因发热,4,0
1344,鸡蛋清,6,0
1345,罗红霉素干混悬剂,5,0
1346,宫外孕,9,0
1347,蜂蜜,8,0
1348,猪肝鸡蛋粥,7,0
1349,鸡肝银耳汤,7,0
1350,潜江制药利巴韦林含片(利巴韦林含片),13,0
1351,山西云鹏制药维生素B12片(维生素B12片),13,0
1352,广州白云山中一安胎丸(安胎丸),13,0
1353,帮宝宝羧甲淀粉钠溶液(羧甲淀粉钠溶液),13,0
1354,江苏联环达那唑胶囊(达那唑胶囊),13,0
1355,生冷食物,8,0
1356,香菇油菜包,7,0
1357,尿频,4,0
1358,芹菜炒香菇,7,0
1359,苦参栓,12,0
1360,免疫力下降,4,0
1361,苦参软膏,5,0
1362,注射用头孢唑肟钠,5,0
1363,护国菜,7,0
1364,小儿支原体肺炎,1,0
1365,共济失调,4,0
1366,溶血试验,3,0
1367,血清腺苷脱氨酶,3,0
1368,放射性肺炎,1,0
1369,京西药业醋酸可的松片(醋酸可的松片),13,0
1370,海神同洲阿奇霉素片(阿奇霉素片),13,0
1371,百合绿豆沙羹,7,0
1372,鸡内金,6,0
1373,迪赛生物苯妥英钠片(苯妥英钠片),13,0
1374,基础疾病治疗,11,0
1375,类风湿因子,3,0
1376,头孢克肟分散片,5,0
1377,沙眼衣原体,3,0
1378,甲强龙(注射用甲泼尼龙琥珀酸钠),13,0
1379,润弘制药苯妥英钠片(苯妥英钠片),13,0
1380,脾功能亢进,9,0
1381,老年人院内获得性肺炎,1,0
1382,皮损,3,0
1383,肺咳,9,0
1384,苦瓜粥,7,0
1385,萝卜生菜汤,7,0
1386,痰液中分泌型IgA,3,0
1387,胸腺肽肠溶片,5,0
1388,羧甲淀粉钠溶液,12,0
1389,洋葱拌蚕豆,7,0
1390,红豆花生粥,7,0
1391,康美药业红霉素肠溶片(红霉素肠溶片),13,0
1392,喷托维林氯化铵糖浆,2,0
1393,牛磺酸颗粒,5,0
1394,车前草炖猪小肚,7,0
1395,补肾益气胶囊,5,0
1396,虾皮香芹燕麦粥,7,0
1397,托西酸舒他西林胶囊,5,0
1398,杵状指（趾）,4,0
1399,血液生化六项检查,3,0
1400,吉春制药胎宝胶囊(胎宝胶囊),13,0
1401,绿豆杂面条,7,0
1402,赤砂糖,6,0
1403,慢性咳嗽,4,0
1404,四川制药制剂硬脂酸红霉素片(硬脂酸红霉素片),13,0
1405,东药阿奇霉素胶囊(阿奇霉素胶囊),13,0
1406,杏仁粥,7,0
1407,欣普贝生(地诺前列酮栓),13,0
1408,猪里脊肉,8,0
1409,腰果,6,0
1410,抗病毒药物治疗,11,0
1411,美林(布洛芬混悬滴剂),13,0
1412,立克次体补体结合试验,3,0
1413,天星制药注射用头孢唑肟钠(注射用头孢唑肟钠),13,0
1414,瑶柱生菜白菜汤,7,0
1415,尿急,4,0
1416,沈阳一药苯妥英钠片(苯妥英钠片),13,0
1417,以岭药业阿奇霉素片(阿奇霉素片),13,0
1418,"尿含铁血黄素(HS,Hd)",3,0
1419,紫苏粥,7,0
1420,鸡蛋拌土豆泥,7,0
1421,妊娠合并肺炎,1,0
1422,血尿胶囊,5,0
1423,沙眼衣原体抗原,3,0
1424,猪肉(肥瘦),8,0
1425,凤凰白云山药业十全大补膏(十全大补膏),13,0
1426,支气管肺泡灌洗术（BAL）,3,0
1427,白菜包子,7,0
1428,愈风宁心滴丸,5,0
1429,血管造影,3,0
1430,海带瘦肉粥,7,0
1431,测试,4,0
1432,白云山光华苯妥英钠片(苯妥英钠片),13,0
1433,羧甲淀粉钠溶液,2,0
1434,尿道冲洗试验,3,0
1435,大连金石滩硬脂酸红霉素片(硬脂酸红霉素片),13,0
1436,血氧饱和度,3,0
1437,栗子炒芹菜,7,0
1438,软组织肿胀,4,0
1439,桑海喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),13,0
1440,北京京丰制药集团诺氟沙星胶(诺氟沙星胶囊),13,0
1441,喘息样支气管炎,1,0
1442,红辣椒,8,0
1443,胡萝卜汤,7,0
1444,生殖道分泌物培养,3,0
1445,通气与血流灌注比值（V/Q）,3,0
1446,国药威奇达注射用头孢唑肟钠(注射用头孢唑肟钠),13,0
1447,洛匹那韦/利托那韦,12,0
1448,耳道流脓,4,0
1449,罗红霉素分散片,5,0
1450,纽兰药业小青龙颗粒(小青龙颗粒),13,0
1451,迪沙药业牛磺酸颗粒(牛磺酸颗粒),13,0
1452,放射性疼痛,4,0
1453,西葫芦饺,7,0
1454,沙眼衣原体肺炎,1,0
1455,血清学反应,3,0
1456,呼吸道合胞病毒感染,9,0
1457,骨髓象分析,3,0
1458,六味地黄丸,5,0
1459,鹦鹉热,1,0
1460,萨兰欣(注射用盐酸头孢替安),13,0
1461,九惠利巴韦林颗粒(利巴韦林颗粒),13,0
1462,长春万德琥乙红霉素片(琥乙红霉素片),13,0
1463,朗瑞(司帕沙星分散片),13,0
1464,迈特兴华达那唑胶囊(达那唑胶囊),13,0
1465,喷托维林氯化铵糖浆,5,0
1466,生菜,6,0
1467,石药欧意枸橼酸喷托维林片(枸橼酸喷托维林片),13,0
1468,蔬菜粥,7,0
1469,菠菜双蛋羹,7,0
1470,喘息,4,0
1471,武汉中联硬脂酸红霉素片(硬脂酸红霉素片),13,0
1472,香蕉葡萄粥,7,0
1473,注射用磺苄西林钠,5,0
1474,开洋大白菜,7,0
1475,褥疮,9,0
1476,红葡萄酒,8,0
1477,炒番茄鸡蛋汤,7,0
1478,肺过度充气,4,0
1479,清热消炎宁片,5,0
1480,痰培养,3,0
1481,苹果粥,7,0
1482,菠菜粉丝汤,7,0
1483,赛诺药业胎宝胶囊(胎宝胶囊),13,0
1484,布洛芬混悬滴剂,5,0
1485,瓜粒杂锦汤,7,0
1486,方盛制药克拉霉素胶囊(克拉霉素胶囊),13,0
1487,中和制药阿莫西林胶囊(阿莫西林胶囊),13,0
1488,鸡蛋银耳羹,7,0
1489,承德天原龙胆泻肝丸(龙胆泻肝丸),13,0
1490,尿道口有白膜形成,4,0
1491,醋酸可的松片(醋酸可的松片),13,0
1492,川贝百合炖雪梨,7,0
1493,阿奇霉素分散片,2,0
1494,宝威小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1495,成都锦华氯霉素片(氯霉素片),13,0
1496,小儿肺咳颗粒,5,0
1497,宝珠制药维生素B1片(维生素B1片),13,0
1498,四川通园盐酸金刚烷胺糖浆(盐酸金刚烷胺糖浆),13,0
1499,甲硝唑阴道泡腾片,5,0
1500,广东万年青复方首乌补液(复方首乌补液),13,0
1501,琥乙红霉素片,5,0
1502,洛匹那韦/利托那韦,2,0
1503,阿莫西林颗粒,5,0
1504,蛏子,8,0
1505,天津太平洋羧甲司坦片(羧甲司坦片),13,0
1506,红斑,1,0
1507,黄瓜紫菜汤,7,0
1508,大白菜(青口),6,0
1509,消瘦,4,0
1510,圆白菜,6,0
1511,东信药业琥乙红霉素片(琥乙红霉素片),13,0
1512,对乙酰氨基酚片,5,0
1513,多抗甘露聚糖肽胶囊(甘露聚糖肽胶囊),13,0
1514,杏仁,8,0
1515,东陵药业麝香壮骨膏(麝香壮骨膏),13,0
1516,小阴唇及前庭也...,4,0
1517,岷海制药当归片(当归片),13,0
1518,上海通用醋酸可的松注射液(醋酸可的松注射液),13,0
1519,柏栀祛湿洗液,5,0
1520,海螺,8,0
1521,哮喘,9,0
1522,无力,4,0
1523,白果冬瓜粥,7,0
1524,敬修堂对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1525,安阳路德小儿肺炎散(小儿肺炎散),13,0
1526,蔬菜杂烩粥,7,0
1527,昏睡,4,0
1528,阴道分泌物增多,4,0
1529,胃肠道症状,4,0
1530,椰蓉豆沙卷,7,0
1531,桔贝合剂,5,0
1532,羊肝羹,7,0
1533,津华晖星盐酸环丙沙星片(盐酸环丙沙星片),13,0
1534,百利药业利巴韦林颗粒(利巴韦林颗粒),13,0
1535,黄河药业克拉霉素胶囊(克拉霉素胶囊),13,0
1536,阿奇霉素胶囊,5,0
1537,豌豆绿豆粥,7,0
1538,五丝白菜卷,7,0
1539,C反应蛋白,3,0
1540,出血倾向,4,0
1541,菠萝芹菜汁,7,0
1542,百益制药麝香壮骨膏(麝香壮骨膏),13,0
1543,银耳瘦肉羹,7,0
1544,燕麦粥,7,0
1545,希舒美(阿奇霉素干混悬剂),13,0
1546,脊髓炎,9,0
1547,仁和堂硫酸沙丁胺醇片(硫酸沙丁胺醇片),13,0
1548,肝功检查胆红素...,4,0
1549,毓卓,4,0
1550,二维超声心动图,3,0
1551,广东三才石岐诺氟沙星胶囊(诺氟沙星胶囊),13,0
1552,腺病毒抗体,3,0
1553,湖北襄阳隆中石淋通颗粒(石淋通颗粒),13,0
1554,烦躁不安,4,0
1555,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),13,0
1556,东信药业对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1557,荠菜鸡蛋汤,7,0
1558,百合固金丸,5,0
1559,百合鸡蛋黄汤,7,0
1560,猪肉炒饼,7,0
1561,青海晶珠蛇胆川贝液(蛇胆川贝液),13,0
1562,呃逆,4,0
1563,山西晋新双鹤安胎丸(安胎丸),13,0
1564,呼吸音低,4,0
1565,得恩德制药阿奇霉素片(阿奇霉素片),13,0
1566,石药欧意腺苷钴胺片(腺苷钴胺片),13,0
1567,河南同源盐酸金刚烷胺糖浆(盐酸金刚烷胺糖浆),13,0
1568,萝卜牛肉蒸饺,7,0
1569,小儿咳嗽,1,0
1570,炎立消胶囊,5,0
1571,色素异常,4,0
1572,利巴韦林片,5,0
1573,白细胞数,3,0
1574,南峰药业黄芪精(黄芪精),13,0
1575,雪梨莲藕汁,7,0
1576,三蛇胆川贝糖浆,5,0
1577,阿奇霉素分散片,5,0
1578,酱豆腐汁烧猪肉,7,0
1579,国药国瑞利巴韦林分散片(利巴韦林分散片),13,0
1580,茯苓胖头鱼,7,0
1581,海王阿奇霉素片(阿奇霉素片),13,0
1582,胸部平片,3,0
1583,西式牛奶粥,7,0
1584,休克型肺炎,1,0
1585,南岛四环素片(四环素片),13,0
1586,遂成药业阿奇霉素分散片(阿奇霉素分散片),13,0
1587,芦笋蛋饼,7,0
1588,白云山制药总厂琥乙红霉素片(琥乙红霉素片),13,0
1589,米乐松(注射用甲泼尼龙琥珀酸钠),13,0
1590,河南同源小儿止咳糖浆(小儿止咳糖浆),13,0
1591,枸杞子粥,7,0
1592,北京华润高科复方苁蓉补肾合(复方苁蓉补肾合剂),13,0
1593,咳声嘶哑,4,0
1594,天士力复方丹参滴丸(复方丹参滴丸),13,0
1595,陕西颐生堂诺氟沙星胶囊(诺氟沙星胶囊),13,0
1596,晨僵,4,0
1597,海蚌,6,0
1598,感染性休克,9,0
1599,脑电图检查,3,0
1600,生血丸,5,0
1601,鸡肝,8,0
1602,湖南正清达那唑胶囊(达那唑胶囊),13,0
1603,江西南昌桑海小儿止咳糖浆(小儿止咳糖浆),13,0
1604,仁和堂氢氯噻嗪片(氢氯噻嗪片),13,0
1605,芹菜粥,7,0
1606,英雄龙胆泻肝丸(龙胆泻肝丸),13,0
1607,腌雪里蕻,8,0
1608,血宝胶囊,5,0
1609,复方莪术油栓,5,0
1610,太极集团小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1611,首乌鸡蛋小米粥,7,0
1612,金鼎制药对乙酰氨基酚片(对乙酰氨基酚片),13,0
1613,七鞭回春乐胶囊,5,0
1614,降脂宁颗粒,5,0
1615,灵芝鸡肉汤,7,0
1616,菊花芦根茶,7,0
1617,小儿支气管肺炎,1,0
1618,外源性变应性肺泡炎,1,0
1619,肺部或支气管周...,4,0
1620,宛西制药天王补心丸(天王补心丸),13,0
1621,素炒西兰花,7,0
1622,阴道毛滴虫检查,3,0
1623,血凝抑制试验,3,0
1624,湖北潜江阿奇霉素颗粒(阿奇霉素颗粒),13,0
1625,盐酸二氧丙嗪颗粒,5,0
1626,干腌菜,8,0
1627,小儿自身免疫性溶血性贫血,1,0
1628,排尿疼痛,4,0
1629,鹿迪桔贝合剂(桔贝合剂),13,0
1630,核桃肉粉,7,0
1631,鲜菊白菜豆腐汤,7,0
1632,浙江尖峰愈风宁心滴丸(愈风宁心滴丸),13,0
1633,豆薯小米粥,7,0
1634,振兴氨茶碱片(氨茶碱片),13,0
1635,持续性发热,4,0
1636,忆欣磷霉素氨丁三醇散(磷霉素氨丁三醇散),13,0
1637,青鹏膏剂,5,0
1638,大株红景天胶囊,12,0
1639,鹿肉,8,0
1640,罗红霉素胶囊,12,0
1641,吉林银诺克百合固金丸(百合固金丸),13,0
1642,集合管或乳头弥...,4,0
1643,华南药业醋酸泼尼松片(醋酸泼尼松片),13,0
1644,海蜇皮,8,0
1645,雪梨饮,7,0
1646,呼吸性碱中毒,4,0
1647,苦瓜炒肉丝,7,0
1648,血尿,4,0
1649,广州白云山和记黄埔中药强阳(强阳保肾丸),13,0
1650,百合莲子绿豆粥,7,0
1651,前列腺炎,9,0
1652,湘江药业利巴韦林颗粒(利巴韦林颗粒),13,0
1653,疲乏,4,0
1654,叶开泰小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1655,鸭肉杂烩粥,7,0
1656,内蒙古天奇龙胆泻肝丸(龙胆泻肝丸),13,0
1657,注射用盐酸头孢替安(注射用盐酸头孢替安),13,0
1658,芹菜猪肉蒸饺,7,0
1659,清蒸甲鱼,7,0
1660,急性会厌炎,9,0
1661,鲁抗麦迪霉素片(麦迪霉素片),13,0
1662,固元胶囊,5,0
1663,心脏压塞征象,4,0
1664,急性宫颈炎,4,0
1665,牛奶菠菜汤,7,0
1666,品信药业小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1667,天圣银参通络胶囊(银参通络胶囊),13,0
1668,心力衰竭,4,0
1669,阿奇霉素片,2,0
1670,百合雪梨莲藕汤,7,0
1671,肺通气功能,3,0
1672,马应龙药业对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1673,广西维威制药复方罗汉果止咳(复方罗汉果止咳颗粒),13,0
1674,三乙醇胺乳膏,5,0
1675,辽宁盛生硬脂酸红霉素片(硬脂酸红霉素片),13,0
1676,胸腔积液检查,3,0
1677,尿液分析,3,0
1678,鸡蛋清,8,0
1679,早产,9,0
1680,利巴韦林含片,5,0
1681,浩诚柏栀祛湿洗液(柏栀祛湿洗液),13,0
1682,济民可信药业小儿热咳口服液(小儿热咳口服液),13,0
1683,鸭梨粥,7,0
1684,肺活量体重指数,3,0
1685,淋巴细胞数,3,0
1686,蟹黄,8,0
1687,老年人肺炎,1,0
1688,湖北东信阿奇霉素颗粒(阿奇霉素颗粒),13,0
1689,逆行性细菌感染,4,0
1690,大株红景天胶囊,2,0
1691,急性喉炎,9,0
1692,低钠血症,4,0
1693,黄瓜片汤,7,0
1694,流感嗜血杆菌肺炎,1,0
1695,肺纹理增多,4,0
1696,肉片柿子汤,7,0
1697,北杏炖雪梨,7,0
1698,白云山何济公对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1699,罗红霉素胶囊,2,0
1700,猝死,9,0
1701,肺显像,3,0
1702,兰瑞,4,0
1703,衣原体尿路感染,1,0
1704,百灵鸟通脉颗粒(通脉颗粒),13,0
1705,内科检查,3,0
1706,浙江华海药业洛匹那韦/利托那韦片(洛匹那韦/利托那韦片),13,0
1707,仙琚制药醋酸泼尼松片(醋酸泼尼松片),13,0
1708,呼气困难,4,0
1709,橘红丸,5,0
1710,琥乙红霉素颗粒,5,0
1711,白砂糖,8,0
1712,纤维支气管镜检查,3,0
1713,贫血,9,0
1714,硫酸沙丁胺醇片,5,0
1715,长仙龟芪壮骨颗粒(龟芪壮骨颗粒),13,0
1716,乙酰麦迪霉素干混悬剂,12,0
1717,氯霉素片,2,0
1718,煨莲子汤,7,0
1719,血清铁蛋白,3,0
1720,肺内病变,4,0
1721,大连天宇制药阿奇霉素胶囊(阿奇霉素胶囊),13,0
1722,桃仁红枣粥,7,0
1723,小白菜馅包子,7,0
1724,天津力生制药醋酸泼尼松片(醋酸泼尼松片),13,0
1725,西安必康甘露聚糖肽口服溶液(甘露聚糖肽口服溶液),13,0
1726,齐鲁制药阿比多尔片/胶囊(阿比多尔),13,0
1727,小儿肺炎,1,0
1728,急性呼吸窘迫综合征,9,0
1729,赤砂糖,8,0
1730,柳橙菠萝汁,7,0
1731,云南梁河民族清肺抑火片(清肺抑火片),13,0
1732,赤小豆山药粥,7,0
1733,双菇番茄黄瓜紫菜汤,7,0
1734,湖北东信雪梨膏(雪梨膏),13,0
1735,再造生血片,12,0
1736,四川逢春小儿止咳糖浆(小儿止咳糖浆),13,0
1737,湖北康正阿昔洛韦乳膏(阿昔洛韦乳膏),13,0
1738,辛伐他汀胶囊,5,0
1739,博祥化毒丹(化毒丹),13,0
1740,香菇豆苗萝卜汤,7,0
1741,麻疹,9,0
1742,阿奇霉素片,5,0
1743,头孢泊肟酯胶囊,2,0
1744,华润天和麝香壮骨膏(麝香壮骨膏),13,0
1745,西安金方双唑泰泡腾片(双唑泰泡腾片),13,0
1746,支气管镜检查,3,0
1747,广州白云山陈李济千金保孕丸(千金保孕丸),13,0
1748,恶心与呕吐,4,0
1749,心源性肝硬化,9,0
1750,小儿肺热平胶囊,2,0
1751,四川天德小儿止咳糖浆(小儿止咳糖浆),13,0
1752,广西恒拓罗汉果止咳糖浆(罗汉果止咳糖浆),13,0
1753,四川国瑞小儿止咳糖浆(小儿止咳糖浆),13,0
1754,盐酸金刚烷胺糖浆,5,0
1755,莲子红豆沙,7,0
1756,口蘑香菇粥,7,0
1757,乙酰麦迪霉素干混悬剂,2,0
1758,白干炒菠菜,7,0
1759,红豆糯米粥,7,0
1760,代芳(甲钴胺片),13,0
1761,小儿喘息样支气管炎,1,0
1762,回心康片,5,0
1763,紫菜豆腐汤,7,0
1764,板栗烧白菜,7,0
1765,成都天台山诺氟沙星胶囊(诺氟沙星胶囊),13,0
1766,三七活血丸,12,0
1767,妍婷苦参栓(苦参栓),13,0
1768,红枣银耳粥,7,0
1769,哈药三精蛇胆川贝液(蛇胆川贝液),13,0
1770,小儿肺炎散,5,0
1771,浙江维康固元胶囊(固元胶囊),13,0
1772,细菌感染,4,0
1773,闽海药业复方桔梗止咳片(复方桔梗止咳片),13,0
1774,江苏联环盐酸多西环素片(盐酸多西环素片),13,0
1775,再造生血片,2,0
1776,氯霉素片,5,0
1777,长春迪瑞利巴韦林含片(利巴韦林含片),13,0
1778,立克次体凝集试验,3,0
1779,盐酸左氧氟沙星胶囊,12,0
1780,天津太平洋二羟丙茶碱片(二羟丙茶碱片),13,0
1781,痰液细菌培养,3,0
1782,维奥欣薯蓣皂苷片(薯蓣皂苷片),13,0
1783,嫩莲子粥,7,0
1784,低氧血症,4,0
1785,豆浆,6,0
1786,广州柏赛罗达那唑胶囊(达那唑胶囊),13,0
1787,肺活检,3,0
1788,呼吸急促,4,0
1789,泛细支气管炎-测试,1,0
1790,白云山医药小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1791,慧谷药业利巴韦林颗粒(利巴韦林颗粒),13,0
1792,羊油,8,0
1793,广东华南依托红霉素片(依托红霉素片),13,0
1794,复方四环素泼尼松膜,5,0
1795,固相酶免疫测定技术,3,0
1796,猪肚,8,0
1797,广东逢春橘红丸(橘红丸),13,0
1798,尿胆原,3,0
1799,小儿史-约综合征,1,0
1800,上海信谊醋酸可的松片(醋酸可的松片),13,0
1801,甲硝唑乳膏,2,0
1802,三才石岐阿莫西林胶囊(阿莫西林胶囊),13,0
1803,无尿,4,0
1804,牛奶杏仁粥,7,0
1805,抚松县中药连翘败毒片(连翘败毒片),13,0
1806,血小板减少症,9,0
1807,比利时辉瑞注射用甲泼尼龙琥(注射用甲泼尼龙琥珀酸钠),13,0
1808,银诺克肺宝蛤蚧定喘丸(蛤蚧定喘丸),13,0
1809,正大丰海螺内酯片(螺内酯片),13,0
1810,抗菌药物,11,0
1811,赤小豆鸡汤,7,0
1812,头孢氨苄胶囊,12,0
1813,健儿清解液,12,0
1814,银参通络胶囊,5,0
1815,新赛斯平(环孢素口服溶液),13,0
1816,酱兔肉,7,0
1817,头孢泊肟酯胶囊,5,0
1818,自身免疫性溶血性贫血,9,0
1819,三七活血丸,2,0
1820,汇仁药业利巴韦林片(利巴韦林片),13,0
1821,全星制药注射用盐酸头孢替安(注射用盐酸头孢替安),13,0
1822,淡菜(鲜),8,0
1823,小儿急性肾小球肾炎,1,0
1824,薏仁党参粥,7,0
1825,芜湖张恒春天王补心丸(天王补心丸),13,0
1826,醋酸可的松片,5,0
1827,小儿肺热平胶囊,5,0
1828,海口市制药注射用头孢唑肟钠(注射用头孢唑肟钠),13,0
1829,单硝酸异山梨酯胶囊,5,0
1830,振东泰盛注射用青霉素钠(注射用青霉素钠),13,0
1831,奇信(甲钴胺胶囊),13,0
1832,机械通气,11,0
1833,白云山医药羧甲司坦片(羧甲司坦片),13,0
1834,脑膜炎,9,0
1835,阿奇霉素颗粒,5,0
1836,小米粉粥,7,0
1837,岳阳同联琥乙红霉素片(琥乙红霉素片),13,0
1838,蛇胆川贝液,12,0
1839,司帕沙星分散片,5,0
1840,小儿止咳糖浆,5,0
1841,京万红消食退热糖浆(消食退热糖浆),13,0
1842,低血压,4,0
1843,关节痛,9,0
1844,復安欣(磷霉素氨丁三醇散),13,0
1845,苯妥英钠片,5,0
1846,潮红潮热,4,0
1847,盐酸氨溴索胶囊,5,0
1848,青岛百洋制药甘露聚糖肽片(甘露聚糖肽片),13,0
1849,支气管炎,1,0
1850,急性心肌梗死,9,0
1851,江苏黄河药业硬脂酸红霉素片(硬脂酸红霉素片),13,0
1852,珊瑚七十味丸,5,0
1853,小青龙颗粒,5,0
1854,上海皇象铁力蓝天诺氟沙星胶(诺氟沙星胶囊),13,0
1855,永生堂对乙酰氨基酚片(对乙酰氨基酚片),13,0
1856,哈药六厂对乙酰氨基酚片(对乙酰氨基酚片),13,0
1857,鱼茸菜心,7,0
1858,江西南昌康尔心胶囊(康尔心胶囊),13,0
1859,龟鹿补肾口服液,5,0
1860,吉林黄栀花三七活血丸(三七活血丸),13,0
1861,诺氟沙星胶囊,5,0
1862,健儿清解液,2,0
1863,阿莫仙阿莫西林颗粒(阿莫西林颗粒),13,0
1864,头孢氨苄胶囊,2,0
1865,白果（干）,6,0
1866,庆余堂注射用头孢唑肟钠(注射用头孢唑肟钠),13,0
1867,比亚芬(三乙醇胺乳膏),13,0
1868,参茸卫生丸,12,0
1869,利民制药阿奇霉素胶囊(阿奇霉素胶囊),13,0
1870,冰糖莲子汁,7,0
1871,香菇白菜羹,7,0
1872,北京曙光药业羧甲司坦片(羧甲司坦片),13,0
1873,江西大自然参茸卫生丸(参茸卫生丸),13,0
1874,迪龙制药胸腺肽肠溶片(胸腺肽肠溶片),13,0
1875,蘑菇银耳焖豆腐,7,0
1876,四川奥邦甘露聚糖肽片(甘露聚糖肽片),13,0
1877,神经内科,10,0
1878,低蛋白血症,4,0
1879,蛇胆川贝液,2,0
1880,平光制药醋酸泼尼松片(醋酸泼尼松片),13,0
1881,圆肉腐竹红枣白菜汤,7,0
1882,头孢氨苄甲氧苄啶片(头孢氨苄甲氧苄啶片),13,0
1883,软熘鲤鱼扇,7,0
1884,液气胸征,3,0
1885,番茄苹果汁,7,0
1886,痰液常规检查,3,0
1887,甲硝唑乳膏,5,0
1888,卷心菜菠萝汁,7,0
1889,头孢克洛颗粒,5,0
1890,尿道分泌物检查,3,0
1891,鱼肉鸡蛋汤,7,0
1892,鳕鱼,6,0
1893,氨咖甘片,5,0
1894,腹部不适,4,0
1895,成都药业醋酸泼尼松片(醋酸泼尼松片),13,0
1896,厌食,4,0
1897,海南博大琥乙红霉素片(琥乙红霉素片),13,0
1898,九势制药苯妥英钠片(苯妥英钠片),13,0
1899,白萝卜油菜汁,7,0
1900,百合花鸡蛋羹,7,0
1901,康普药业阿奇霉素分散片(阿奇霉素分散片),13,0
1902,枸杞油菜粥,7,0
1903,免疫学检测,3,0
1904,同济现代医药苯妥英钠片(苯妥英钠片),13,0
1905,豆腐皮春卷,7,0
1906,蛇胆川贝液(蛇胆川贝液),13,0
1907,海南三叶制药牛磺酸颗粒(牛磺酸颗粒),13,0
1908,华瑞联合制药头孢氨苄甲氧苄(头孢氨苄甲氧苄啶片),13,0
1909,齐迈星(阿奇霉素分散片),13,0
1910,东阿阿胶阿胶补血膏(阿胶补血膏),13,0
1911,安胎丸,5,0
1912,燕麦粳米粥,7,0
1913,广西芳菲止咳枇杷糖浆(止咳枇杷糖浆),13,0
1914,疱疹,4,0
1915,车前草鸡骨草炖鱼头,7,0
1916,参茸卫生丸,2,0
1917,山东方明琥乙红霉素片(琥乙红霉素片),13,0
1918,龙眼粥,7,0
1919,香蕉百合银耳羹,7,0
1920,吉林敖东洮南小牛脾提取物注(小牛脾提取物注射液),13,0
1921,肺热,1,0
1922,乳酸左氧氟沙星片,2,0
1923,空心菜粥,7,0
1924,硫酸沙丁胺醇气雾剂,5,0
1925,脓性分泌物,4,0
1926,仁和堂药业琥乙红霉素片(琥乙红霉素片),13,0
1927,浙江得恩德氧氟沙星片(氧氟沙星片),13,0
1928,国瑞药业利巴韦林分散片(利巴韦林分散片),13,0
1929,白云山医药琥乙红霉素片(琥乙红霉素片),13,0
1930,恒久远药业利巴韦林片(利巴韦林片),13,0
1931,脑水肿,9,0
1932,银耳樱桃羹,7,0
1933,信谊万象赖氨酸维B12颗粒(赖氨酸维B12颗粒),13,0
1934,健儿清解液,5,0
1935,牛奶,6,0
1936,恒健制药诺氟沙星胶囊(诺氟沙星胶囊),13,0
1937,水萝卜丝拌白菜,7,0
1938,肺部检查,3,0
1939,瑞血新(重组人粒细胞刺激因子注射液),13,0
1940,北京万辉双鹤硬脂酸红霉素片(硬脂酸红霉素片),13,0
1941,七佛山诺氟沙星胶囊(诺氟沙星胶囊),13,0
1942,鸡蛋黄,6,0
1943,枣桃粥,7,0
1944,注射用青霉素钠,5,0
1945,当归片,5,0
1946,水果,6,0
1947,慢性嗜酸性粒细胞性肺炎,1,0
1948,宜昌人福土霉素片(土霉素片),13,0
1949,湖南千金湘江阿奇霉素颗粒(阿奇霉素颗粒),13,0
1950,西芹菠萝汁,7,0
1951,恶心,4,0
1952,儿童肺功能检查,3,0
1953,注射用甲泼尼龙琥珀酸钠,12,0
1954,力源制药清热消炎宁片(清热消炎宁片),13,0
1955,阿昔洛韦缓释片,12,0
1956,免疫性溶血,4,0
1957,川贝枇杷糖浆,5,0
1958,捻发音,4,0
1959,附睾炎,9,0
1960,小儿珍贝散,12,0
1961,小儿剧烈咳嗽,4,0
1962,辽宁海思科注射用甲泼尼龙琥(注射用甲泼尼龙琥珀酸钠),13,0
1963,华南药业羧甲司坦片(羧甲司坦片),13,0
1964,鸡血,6,0
1965,抗链球菌壁多糖抗体,3,0
1966,奶汤锅子鱼,7,0
1967,红霉素肠溶片,12,0
1968,脱屑性间质肺炎,1,0
1969,口腔溃疡,4,0
1970,吉林十誉药业三七活血丸(三七活血丸),13,0
1971,黄杆菌肺炎,1,0
1972,沙雷菌肺炎,1,0
1973,万通复升药业关节止痛膏(关节止痛膏),13,0
1974,面肌无力,4,0
1975,健生制药阿奇霉素分散片(阿奇霉素分散片),13,0
1976,北京同仁堂治咳枇杷露(治咳枇杷露),13,0
1977,春哥益肾灵颗粒(益肾灵颗粒),13,0
1978,科伦药业(瑞德西韦),13,0
1979,枸杞叶芹菜粥,7,0
1980,盐酸氨溴索口服溶液,5,0
1981,听力下降,4,0
1982,广西天天乐蛇胆川贝液(蛇胆川贝液),13,0
1983,吉林华威硬脂酸红霉素片(硬脂酸红霉素片),13,0
