id,raw_context,entity
4785,（三角形的外接圆圆心，即外心，是三角形三边的垂直平分线的交点，它到三个顶点的距离相等）。,"垂直平分线,外接圆,三角形,顶点,圆心,外心,交点,距离"
4786,外心是三角形三条边的垂直平分线的交点，即外接圆的圆心。,"垂直平分线,外接圆,三角形,圆心,外心,交点"
4787,最后，他求出圆周率的下界和上界分别为223/71和22/7，并取它们的平均值3。,"平均值,圆周率,下界,上界"
4788,由此得到同位角特征：两条直线被第三条直线所截时，都在两条直线的同一方向，且在截线的同侧的两个角互为同位角。,"同位角,截线,直线"
4789,"两个角都在截线的同旁,又分别处在被截的两条直线同侧,具有这样位置关系的一对角叫做同位角。","同位角,截线,对角,直线"
4790,"两条直线被第三条直线所截时,都在两条直线的同一方向,且在截线的同侧的两个角互为同位角。","同位角,截线,直线"
4791,其原因是由于定理中有平行线出现，这样就产生了同位角、内错角、同旁内角等许多角之间的等量关系，又由于中位线等干底边的一半。,"同旁内角,平行线,内错角,中位线,同位角,定理"
4792,两条直线a，b被第三条直线c所截（或说a，b相交c），在截线c的同旁，被截两直线a，b的同一侧的角，我们把这样的两个角称为同位角。,"同位角,截线,相交,直线"
4793,内错角：互相平行的两条直线，被第三条直线所截，如果两个角都在两条直线的内错角，同旁内角，同位角内侧，并且在第三条直线的两侧，那么这样的一对角叫做内错角。,"同旁内角,内错角,同位角,平行,对角,直线"
4794,"两个角都在两条被截线同侧,并在截线的同旁,这样的一对角叫做同位角。","同位角,截线,对角"
4795,"同位角：两个角都在截线的同旁，又分别处在被截的两条直线同侧,具有这样位置关系的一对角叫做同位角：∠1和∠8，∠2和∠7。","同位角,截线,对角,直线"
4796,由平行线得到角的关系是平行线的性质，包括：①两直线平行，同位角相等。,"平行线,同位角,平行,直线"
4797,②两直线平行，内错角相等。,"内错角,平行,直线"
4798,③两直线平行，同旁内角互补。,"同旁内角,平行,直线"
4799,方差方差是实际值与期望值之差平方的平均值，而标准差是方差算术平方根。,"期望值,平方根,标准差,平均值,算术,方差,平方"
4800,标准差，中文环境中又常称均方差，是离均差平方的算术平均数的平方根，用σ表示。,"算术平均数,平方根,离均差,标准差,方差,平方"
4801,标准差定义是总体各单位标准值与其平均数离差平方的算术平均数的平方根。,"算术平均数,平方根,标准差,平均数,定义,总体,离差,单位,平方"
4802,由于方差是数据的平方，与检测值本身相差太大，人们难以直观的衡量，所以常用方差开根号换算回来这就是我们要说的标准差。,"标准差,根号,方差,平方,直观"
4803,利用一元一次方程可以将一个有限循环小数化为分数，以为例。,"一元一次方程,循环小数,分数,有限"
4804,在一元一次方程中，去分母一步通常乘以各分母的最小公倍数，如果分母为分数，则可化为该一项的其他部分乘以分母上分数的倒数的形式。,"一元一次方程,最小公倍数,分数,倒数,乘以,分母"
4805,"在一元一次方程中,去分母一步通常乘以各分母的最小公倍数,如果分母为分数,则可化为该一项的其他部分乘以分母上分数的倒数的形式。","一元一次方程,最小公倍数,分数,倒数,乘以,分母"
4806,三角形中线组成的三角形面积等于这个三角形面积的3/4。,"三角形,面积,中线"
4807,要把三角形的中位线与三角形的中线区分开。,"中位线,三角形,中线"
4808,"三角形中线是连接一顶点和它对边的中点,而三角形中位线是连接三角形两边中点的线段。","中位线,三角形,线段,中线,中点,顶点,对边"
4809,三角形中线是连接一顶点和它对边的中点，而三角形中位线是连接三角形两边中点的线段。,"中位线,三角形,线段,中线,中点,顶点,对边"
4810,每条三角形中线分得的两个三角形面积相等。,"三角形,面积,中线"
4811,"三角形中线是连接一顶点和它对边的中点,而三角形中位线是连接三角形两边中点的线段。","中位线,三角形,线段,中线,中点,顶点,对边"
4812,三角形中线是连结一顶点和它对边的中点，而三角形中位线是连结三角形两边中点的并且与底边平行且等于底边一半的的线段。,"中位线,三角形,线段,中线,平行,中点,顶点,对边"
4813,正整数和正分数合称为正有理数，负整数和负分数合称为负有理数。,"正整数,负分数,正分数,负整数,有理数"
4814,"正数有无数个,包括正有理数和正无理数,正有理数又包括正整数和正分数。","正整数,正分数,无理数,有理数,正数"
4815,数学上，有理数是一个整数a和一个正整数b的比，例如3/8，通则为a/b。,"正整数,有理数,整数,数学"
4816,"正整数和正分数合称为正有理数,负整数和负分数合称为负有理数。","正整数,负分数,正分数,负整数,有理数"
4817,正有理数又包括正整数和正分数。,"正整数,正分数,有理数"
4818,有理数是一个整数a和一个正整数b的比。,"正整数,有理数,整数"
4819,"严格地按照互质的定义来看0与1，-1均互质，通过任意有理数的表示方式a/b（a,b互质且b为正整数），同样可以得出0与1，-1均必须互质，否则0不是有理数。","正整数,有理数,定义,互质"
4820,所谓不定方程是指解的范围为整数、正整数、有理数或代数整数的方程或方程组，其未知数的个数通常多于方程的个数。,"不定方程,正整数,方程组,未知数,有理数,整数,方程,范围,代数"
4821,有理数为整数（正整数、0、负整数）和分数的统称 。,"正整数,负整数,有理数,分数,整数"
4822,所谓不定方程，是指未知数的个数多于方程个数，且未知数受到某些限制（如要求是有理数、整数或正整数等等）的方程或方程组。,"不定方程,正整数,方程组,未知数,有理数,整数,方程"
4823,必然事件和不可能事件统称为确定事件。,"不可能事件,必然事件,事件"
4824,例如，在掷骰子试验中，A={出现的点数为偶数}，b={出现的点数为奇数}，A∩B为不可能事件，A∪B为必然事件，所以A与B互为对立事件。,"不可能事件,必然事件,对立事件,奇数,偶数"
4825,必然事件与不可能事件并称确定事件，因此必然事件不包括不可能事件。,"不可能事件,必然事件,事件"
4826,指出下列事件中，哪些是必然事件，哪些是不可能事件，哪些是可能发生事件。,"不可能事件,必然事件,事件"
4827,必然事件不包括不可能事件。,"不可能事件,必然事件"
4828,必然事件和不可能事件统称为确定事件。,"不可能事件,必然事件,事件"
4829,确定性事件包含必然事件和不可能事件。,"不可能事件,必然事件,事件"
4830,其中Ω、Φ分别表示必然事件（在一定条件下必然发生的事件）和不可能事件（在一定条件下必然不发生的事件）。,"不可能事件,必然事件,事件"
4831,若A交B为不可能事件，A并B为必然事件，那么称A事件与事件B互为对立事件，其含义是：事件A和事件B必有一个且仅有一个发生。,"不可能事件,必然事件,对立事件,事件"
4832,在每次试验中都不发生，称为不可能事件，必然事件和不可能事件在不同的试验中有不同的表达方式。,"不可能事件,必然事件"
4833,有时，函数的图象就是一条折线。,函数
4834,"1，函数图象与折线统计图是两个不同,领域的知识。","折线统计图,函数"
4835,"两直角边相等,两锐角为45度,斜边上中线,角平分线,垂线三线合一,等腰直角三角形斜边上的高为此三角形外接圆的半径R。","等腰直角三角形,角平分线,直角边,外接圆,三角形,斜边,中线,锐角,半径,垂线"
4836,两直角边相等，两锐角为45°，斜边上中线、角平分线、垂线三线合一，等腰直角三角形斜边上的高为此三角形外接圆的半径R。,"等腰直角三角形,角平分线,直角边,外接圆,三角形,斜边,中线,锐角,半径,垂线"
4837,等腰直角三角形是一种特殊的三角形，具有所有三角形的性质：稳定性，两直角边相等直角边夹一直角锐角45°，斜边上中线角平分线垂线三线合一，等腰直角三角形斜边上的高为外接圆的半径R，那么设内切圆的半径r为1，则外接圆的半径R就为√2+1，所以r:R=1:(√2+1)。,"等腰直角三角形,角平分线,直角边,外接圆,内切圆,三角形,斜边,中线,锐角,直角,半径,垂线"
4838,等腰直角三角形中的四条特殊的线段：角平分线，中线，高，中位线。,"等腰直角三角形,角平分线,中位线,线段,中线"
4839,等腰直角三角形是特殊的等腰三角形（有一个角是直角），也是特殊的直角三角形（两条直角边等），因此等腰直角三角形具有等腰三角形和直角三角形的所有性质（如三线合一、勾股定理、直角三角形斜边中线定理等）。,"等腰直角三角形,等腰三角形,直角三角形,勾股定理,直角边,斜边,中线,直角,定理"
4840,当然，等腰直角三角形同样具有一般三角形的性质，如正弦定理、 余弦定理、角平分线定理、中线定理等。,"等腰直角三角形,余弦定理,角平分线,正弦定理,三角形,中线,定理"
4841,"等腰直角三角形中的四条特殊的线段:角平分线,中线,高,中位线。","等腰直角三角形,角平分线,中位线,线段,中线"
4842,"能是二元二次方程左右两边的值相等的一对未知数的值,叫做二元二次方程。","二元二次方程,未知数"
4843,二元二次方程由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有二元二次方程的应用一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元二次方程组,二元二次方程,二元一次方程,一元二次方程,方程组,代入法,代数式,未知数"
4844,由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元二次方程组,二元二次方程,二元一次方程,一元二次方程,方程组,代入法,代数式,未知数"
4845,如果一个二次方程含有二个未知数x、y，那么就称其为二元二次方程，以此类推。,"二元二次方程,未知数,方程"
4846,二元二次方程：含有两个未知数且未知数的最高次数为2的整式方程。,"二元二次方程,整式方程,未知数"
4847,二元二次方程是指含有两个未知数，并且含有未知数的项的最高次数是二的整式方程，叫做二元二次方程。,"二元二次方程,整式方程,未知数"
4848,"能是二元二次方程左右两边的值相等的一对未知数的值,叫做二元二次方程的解。","二元二次方程,未知数"
4849,"仅含有两个未知数,并且含有未知数的项的最高次数是2的整式方程,叫二元二次方程。","二元二次方程,整式方程,未知数"
4850,如果一个二次方程只含有一个未知数x，那么就称其为一元二次方程，其主要内容包括方程求解、方程图像、一元二次函数求最值三个方面。,"一元二次方程,二次函数,未知数,方程,最值"
4851,如果一个二次方程含有二个未知数x、y，那么就称其为二元二次方程，以此类推。,"二元二次方程,未知数,方程"
4852,为了讨论简便，先考虑分子为1，而分母为正整数的情况。,"正整数,分母,分子"
4853,古埃及人曾经考虑关于如下问题：如何将一个分数写成形如1/n的分数之和？即写成那些分子是1，分母是正整数的分数之和，且要求分母互不相同，如，等。,"正整数,分数,分母,分子"
4854,比值小于1的分数，即分子小于分母（二者都是正整数）的分数称为真分数，但等于1不算（那属于假分数）。,"正整数,真分数,假分数,分数,分母,分子"
4855,类似的，一个最简分数可以被化作某正整数底数的有限小数当且仅当其分母之质因数为此基底质因数的子集。,"最简分数,有限小数,正整数,质因数,子集,分母,底数"
4856,解比例都是运用比例的基本性质来解的，因为两外项的积等于两内项的积，所以我们可以把两个外项和内项互相乘起来，再来解这个方程。,"方程,比例"
4857,平行向量（共线向量）：两个方向相同或相反的非零向量叫做平行向量或共线向量，零向量与任意向量平行，即0//a。,"零向量,行向量,平行,向量"
4858,平行于同一直线的一组向量是共线向量。,"平行,向量,直线"
4859,小数是不存在最大公因数和最小公倍数的，最大公因数（最大公约数）和最小公倍数只存在于自然数中。,"最小公倍数,最大公约数,最大公因数,自然数,小数"
4860,"自然数a、b的最小公倍数可以记作[a,b],自然数a、b的最大公因数可以记作(a、b)，当(a、b)=1时,[a、b]=a×b。","最小公倍数,最大公因数,自然数"
4861,最大公因数和最小公倍数之间还存在着性质：两个自然数的乘积等于这两个自然数的最大公约数和最小公倍数的乘积。,"最小公倍数,最大公约数,最大公因数,自然数,乘积"
4862,因为甲、乙两数的积一定等于甲、乙两数的最大公因数与最小公倍数的积。,"最小公倍数,最大公因数"
4863,求最大公因数的一种方法，也可用来求最小公倍数。,"最小公倍数,最大公因数"
4864,求最大公因数便乘一边，求最小公倍数便乘一圈。,"最小公倍数,最大公因数"
4865,"例题1：两个数的最大公因数是15,最小公倍数是90,求这两个数分别是多少？","最小公倍数,最大公因数"
4866,(2)把顶点在圆心的周角等分成360份时，每一份的圆心角是1°的角。,"圆心角,周角,顶点,圆心,等分"
4867,顶点在圆心上的角叫做圆心角。,"圆心角,顶点,圆心"
4868,2、以圆心为中心点的角叫做“圆心角”。,"圆心角,圆心"
4869,具体地说，任意一个角的三角函数，都可以认为是以这个角的顶点为圆心，以某定长为半径作圆，由角的一边与圆周的交点P向另一边作垂线PM后，所得的线段OP、OM、MP(即函数线)相互之间所取的比值(如图八)，sinα=MP/OP，cosα=OM/OP，tanα=MP/OM等。,"三角函数,线段,圆周,顶点,定长,半径,垂线,圆心,函数,交点,圆"
4870,（1）在三角形中，三个角的角平分线的交点是内切圆的圆心，圆心到三角形各个边的垂线段相等。,"角平分线,内切圆,三角形,线段,圆心,交点"
4871,(6)顶点在圆心，两边与圆相交的角叫做圆周角，圆周角的度数等于它所对弧的度数的一半，一条弧所对的圆周角等于它所对的圆心角的一半。,"圆周角,圆心角,顶点,度数,圆心,相交,圆,弧"
4872,任何一个正多边形，都可作一个外接圆，多边形的中心就是所作外接圆的圆心，所以每条边的中心角，实际上就是这条边所对的弧的圆心角，因此这个角就是360度÷边数。,"正多边形,外接圆,中心角,多边形,圆心角,圆心,弧"
4873,顶点在圆心上的角叫做圆心角。,"圆心角,顶点,圆心"
4874,(5)顶点在圆心的角叫圆心角，在同圆或等圆中，圆心角、弧、弦、弦心距之间的关系是。,"弦心距,圆心角,顶点,圆心,等圆,圆,弦,弧"
4875,一元二次方程的解法:开平方法、分解因式法、配方法、求根公式法。,"一元二次方程,求根公式,分解因式,配方法,平方"
4876,"一元二次方程的求解方法:开平方法,配方法,求根公式,因式分解,图像解法。","一元二次方程,求根公式,因式分解,配方法,平方"
4877,⒈直接开平方法：直接开平方法就是用直接开平方求解一元二次方程的方法。,"直接开平方法,一元二次方程,平方"
4878,直接开平方法就是用直接开平方求解一元二次方程的方法。,"直接开平方法,一元二次方程,平方"
4879,正比例函数的图像是经过坐标原点（0，0）和定点（1，k）两点的一条直线，它的斜率是k（k表示正比例函数与x轴的夹角大小），横、纵截距都为0，正比例函数的图像是一条过原点的直线。,"正比例函数,坐标原点,x轴,原点,夹角,截距,定点,斜率,直线"
4880,"正比例函数y=kx（k≠0）的图象是过坐标原点的一条直线，一般取(0,0)和(1,k)两点画出。","正比例函数,坐标原点,直线"
4881,"正比例函数的图像是经过坐标原点(0,0)和定点(1,k)两点的一条直线,它的斜率是k(k表示正比例函数与x轴的夹角大小),横,纵截距都为0。","正比例函数,坐标原点,x轴,夹角,截距,定点,斜率,直线"
4882,百分号：表示分数的分母是100的符号（%），如32%表示一百分之三十二，相当于小数的0。,"分数,小数,分母"
4883,在计算机领域中：百分号表示分数的分母是100的符号（%），如32%表示一百分之三十二，相当于小数的0。,"分数,小数,分母"
4884,②把分子分母同时乘一个数，使分母是100，再把分母变成百分号。,"分母,分子"
4885,%是百分号，它代表的含义是：把某个整体平均分为100份，其中一部分占有的份数，即一个分数分母是100时的表示方法，也可以写成x/100。,"分数,平均,分母"
4886,①对称轴上的任意一点与对称点的距离耝等。,"对称轴,对称点,距离"
4887,对称点所连线段被对称轴垂直平分。,"对称轴,对称点,线段,垂直,平分"
4888,"像右图，把一个图形沿着某一条直线折叠，如果它能够与另一个图形重合轴对称，那么就说这两个图形关于这条直线对称，这条直线叫做对称轴，折叠后重合的点是对应点,叫做对称点。","对称轴,对称点,重合,对称,直线"
4889,五点草图法中的五个点都是极其重要的五个点，分别为：顶点、与x轴的交点、与y轴的交点及其关于对称轴的对称点。,"对称轴,对称点,x轴,y轴,顶点,交点"
4890,（2）如果两个图形成轴对称，那么对称轴是对称点连线的垂直平分线。,"垂直平分线,对称轴,对称点,对称"
4891,对称轴上的任意一点与对称点的距离耝等。,"对称轴,对称点,距离"
4892,先引入点关于直线对称的概念：如果点A、B在直线的两侧，且是线段AB的垂直平分线，则称点A、B关于直线互相对称，点A、B互称为关于直线的对称点，直线叫做对称轴。,"垂直平分线,对称轴,对称点,线段,对称,直线"
4893,"如果把一个图形沿某一条直线翻,能与另一个图形重合,那么叫做这两个图形关于这条直线成轴对称,这条直线就是对称轴,两个图形中的对应点叫做关于这条直线的对称点。","对称轴,对称点,重合,对称,直线"
4894,如果两个图形关于某条直线对称，那么这条直线就是对称轴且对称轴垂直平分对称点所连线段。,"对称轴,对称点,线段,垂直,平分,对称,直线"
4895,"如果点A,B在直线l的两侧,且l是线段AB的垂直平分线,则称点A,B关于直线互相对称,点A,B互称为关于直线的对称点,直线l叫做对称轴。","垂直平分线,对称轴,对称点,线段,对称,直线"
4896,②对称点所连线段被对称轴垂直平分。,"对称轴,对称点,线段,垂直,平分"
4897,"如果两个图形关于某条直线对称,那么这条直线就是对称轴且对称轴垂直平分对称点所连线段。","对称轴,对称点,线段,垂直,平分,对称,直线"
4898,有一个角是直角的等腰三角形，叫做等腰直角三角形。,"等腰直角三角形,等腰三角形,直角"
4899,根据定义，有一个角是直角的等腰三角形，或两条边相等的直角三角形是等腰直角三角形。,"等腰直角三角形,等腰三角形,直角三角形,定义,直角"
4900,等腰直角三角形是特殊的等腰三角形（有一个角是直角），也是特殊的直角三角形（两条直角边等），因此等腰直角三角形具有等腰三角形和直角三角形的所有性质（如三线合一、勾股定理、直角三角形斜边中线定理等）。,"等腰直角三角形,等腰三角形,直角三角形,勾股定理,直角边,斜边,中线,直角,定理"
4901,既不是轴对称图形又不是中心对称图形：不等腰三角形，直角梯形，普通四边形。,"中心对称图形,轴对称图形,等腰三角形,直角梯形,四边形"
4902,"全等三角形的判定:斜边和一条直角边对应相等的两个直角三角形全等,简写成“HL”。","直角三角形,全等三角形,直角边,斜边,全等"
4903,"勾股定理:在直角三角形中,斜边大于直角边。","直角三角形,勾股定理,直角边,斜边"
4904,"在直角三角形中,如果一个锐角等于30度那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
4905,"如果一个直角三角形的斜边和一条直角边与另一个直角三角形的斜边和一条直角边对应成比例,那么这两个直角三角形相似。","直角三角形,直角边,成比例,斜边,相似"
4906,"若一个三角形30度内角所对的边是某一边的一半,则这个三角形是以这条长边为斜边的直角三角形。","直角三角形,三角形,斜边,内角"
4907,性质8:直角三角形被斜边上的高分成的两个直角三角形和原三角形相似。,"直角三角形,三角形,斜边,相似"
4908,直角三角形斜边中线定理。,"直角三角形,斜边,中线,定理"
4909,在西方，最早提出并证明此定理的为公元前6世纪古希腊的毕达哥拉斯学派，他用演绎法证明了直角三角形斜边平方等于两直角边平方之和。,"直角三角形,直角边,斜边,演绎,定理,平方"
4910,"a²+b²=c²,其中a和b分别为直角三角形两直角边，c为斜边。","直角三角形,直角边,斜边"
4911,直角三角形的性质:直角三角形斜边上的中线等于斜边的一半。,"直角三角形,斜边,中线"
4912,直角三角形的两直角边的乘积等于斜边与斜边上高的乘积。,"直角三角形,直角边,乘积,斜边"
4913,（2）斜边所对应的那条高是直角三角形的三条边中最短的。,"直角三角形,斜边"
4914,"(其实这样做是为了满足斜边AB相等,且是直角三角形)。","直角三角形,斜边"
4915,直角三角形被斜边上的高分成的两个直角三角形和原三角形相似。,"直角三角形,三角形,斜边,相似"
4916,，还有变形公式：，如一条直角边是a，另一条直角边是b，如果a的平方与b的平方和等于斜边c的平方那么这个三角形是直角三角形。,"直角三角形,直角边,平方和,三角形,斜边,平方,公式"
4917,判定2：若，则以a、b、c为边的三角形是以c为斜边的直角三角形（勾股定理的逆定理）。,"直角三角形,勾股定理,三角形,逆定理,斜边"
4918,4如果一个直角三角形的斜边和一条直角边与另一个直角三角形的斜边和一条直角边对应成比例，那么这两个三角形相似。,"直角三角形,直角边,成比例,三角形,斜边,相似"
4919,"直角三角形中,斜边上的中线等于斜边的一半。","直角三角形,斜边,中线"
4920,"勾股定理是一个基本的几何定理,指直角三角形的两条直角边的平方和等于斜边的平方。","直角三角形,勾股定理,直角边,平方和,斜边,几何,定理,平方"
4921,38直角三角形斜边上的中线等于斜边上的一半。,"直角三角形,斜边,中线"
4922,正常来说，验证两个全等三角形一般用边边边（SSS）、边角边（SAS）、角边角（ASA）、角角边（AAS）、和直角三角形的斜边，直角边（HL）来判定。,"直角三角形,全等三角形,直角边,斜边"
4923,推论二：直角三角形被斜边上的高分成的两个直角三角形和原三角形都相似。,"直角三角形,三角形,斜边,相似"
4924,该性质称为直角三角形斜边中线定理。,"直角三角形,斜边,中线,定理"
4925,4、直角三角形斜边上的中线等于斜边的一半。,"直角三角形,斜边,中线"
4926,③直角三角形垂心、外心在三角形的边上（直角三角形的垂心为直角顶点，外心为斜边中点）。,"直角三角形,三角形,垂心,斜边,中点,顶点,直角,外心"
4927,直角三角形外心在三角形斜边中点。,"直角三角形,三角形,斜边,中点,外心"
4928,"直角三角形的垂心为直角顶点,外心为斜边中点。","直角三角形,垂心,斜边,中点,顶点,直角,外心"
4929,他证明许多重要的定理，包括后来以他的名字命名的毕达哥拉斯定理（勾股定理），即直角三角形两直角边为边长的正方形的面积之和等于以斜边为边长的正方形的面积。,"直角三角形,勾股定理,直角边,正方形,面积,斜边,定理,边长"
4930,37在直角三角形中，如果一个锐角等于30°那么它所对的直角边等于斜边的一半。,"直角三角形,直角边,斜边,锐角"
4931,如果设直角三角形的两条直角边长度分别是和，斜边长度是，那么可以用数学语言表达。,"直角三角形,直角边,斜边,数学,长度"
4932,"在直角三角形中,如果有一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
4933,6、在直角三角形中，如果有一个锐角等于30°，那么它所对的直角边等于斜边的一半。,"直角三角形,直角边,斜边,锐角"
4934,"如果单位圆上的点(x,y)位于第一象限，那么x与y是斜边长度为1的直角三角形的两条边，根据勾股定理，x与y满足方程。","直角三角形,勾股定理,单位圆,斜边,方程,长度,象限"
4935,8、直角三角形的两条直角边的平方和等于斜边的平方（勾股定理）。,"直角三角形,勾股定理,直角边,平方和,斜边,平方"
4936,勾股定理也可以描述为：直角三角形的斜边和另一边的长度的平方差恰为第三边的长度的平方。,"直角三角形,勾股定理,平方差,斜边,长度,平方"
4937,"中国古代称直角三角形为勾股形,并且直角边中较小者为勾,另一长直角边为股,斜边为弦,所以称这个定理为勾股定理。","直角三角形,勾股定理,直角边,斜边,定理,弦"
4938,"两个直角三角形对应的一条斜边和一条直角边相等,两个直角三角形全等。","直角三角形,直角边,斜边,全等"
4939,直角三角形如图所示：分为两种情况，有普通的直角三角形，还有等腰直角三角形（特殊情况)在直角三角形中，与直角相邻的两条边称为直角边，直角所对的边称为斜边。,"等腰直角三角形,直角三角形,直角边,斜边,直角"
4940,7、在一个直角三角形中，若一个角等于30度，则30度角所对的直角边是斜边的一半。,"直角三角形,直角边,斜边"
4941,直角边和斜边的比例为的直角三角形是等腰直角三角形。,"等腰直角三角形,直角三角形,直角边,斜边,比例"
4942,勾股定理的内容：直角三角形两直角边a、b的平方和等于斜边c的平方，a^2+b^2=c^2。,"直角三角形,勾股定理,直角边,平方和,斜边,平方"
4943,即在直角三角形中一条斜边和一条直角边对应相等的两个直角三角形全等。,"直角三角形,直角边,斜边,全等"
4944,举例：如直角三角形的两个直角边分别为3、4，则斜边c的平方。,"直角三角形,直角边,斜边,平方"
4945,=a的平方+b的平方=9+16=25即c=5则说明斜边为5。,"斜边,平方"
4946,5两个直角三角形对应的一条斜边和一条直角边相等，两个直角三角形全等，简称“斜边、直角边”或“HL”。,"直角三角形,直角边,斜边,全等"
4947,直角三角形斜边的中线等于斜边的一半。,"直角三角形,斜边,中线"
4948,HL定理（hypotenuse-leg）（斜边、直角边）：直角三角形中一条斜边和一条直角边都对应相等，该两个三角形就是全等三角形。,"直角三角形,全等三角形,直角边,三角形,斜边,定理"
4949,（直角三角形的垂心为直角顶点，外心为斜边中点。,"直角三角形,垂心,斜边,中点,顶点,直角,外心"
4950,即直角三角形两直角边长的平方和等于斜边长的平方。,"直角三角形,直角边,平方和,斜边,平方"
4951,定理一条直角边与斜边成比例的两个直角三角形相似。,"直角三角形,直角边,成比例,斜边,相似,定理"
4952,"若在一个三角形中一边上的中线等于其所在边的一半,那么这个三角形为直角三角形。","直角三角形,三角形,中线"
4953,参考直角三角形斜边中线定理。,"直角三角形,斜边,中线,定理"
4954,三角形的外接圆圆心是三条中垂线的交点，直角三角形的外接圆圆心在斜边的中点上。,"直角三角形,外接圆,三角形,中垂线,斜边,中点,圆心,交点"
4955,斜边是指直角三角形中最长的那条边，也指不是构成直角的那条边。,"直角三角形,斜边,直角"
4956,直角三角形的斜边的长度可以使用毕达哥拉斯定理找到，该定理表示斜边长度的平方等于另外两边长度的平方和。,"直角三角形,平方和,斜边,长度,定理,平方"
4957,"在直角三角形中,与直角相邻的两条边称为直角边,直角所对的边称为斜边。","直角三角形,直角边,斜边,直角"
4958,"勾股定理:直角三角形两条直角边的平方和,等于斜边的平方。","直角三角形,勾股定理,直角边,平方和,斜边,平方"
4959,射影定理（又叫欧几里德定理）俗称母子三角形：直角三角形中，斜边上的高是两直角边在斜边上射影的比例中项。,"直角三角形,比例中项,直角边,三角形,斜边,射影,定理"
4960,（如图）四种理由（若为直角三角形，在第二行须先写明两个直角相等并为90度，再写两个斜边、直角边分别相等）。,"直角三角形,直角边,斜边,直角"
4961,1、直角三角形两直角边的平方和等于斜边的平方。,"直角三角形,直角边,平方和,斜边,平方"
4962,"弦值是在直角三角形中,对边的长比上斜边的长的值。","直角三角形,斜边,对边,弦"
4963,直角三角形被斜边上的高分成两个直角三角形和原三角形相似。,"直角三角形,三角形,斜边,相似"
4964,射影定理，又称“欧几里德定理”：在直角三角形中，斜边上的高是两条直角边在斜边射影的比例中项，每一条直角边又是这条直角边在斜边上的射影和斜边的比例中项。,"直角三角形,比例中项,直角边,斜边,射影,定理"
4965,直角三角形两个直角边平方的和等于斜边的平方。,"直角三角形,直角边,斜边,平方"
4966,9、直角三角形斜边的中线等于斜边的一半。,"直角三角形,斜边,中线"
4967,说明：中国古代学者把直角三角形的较短直角边称为“勾”，较长直角边为“股”，斜边称为“弦”，所以把这个定理称为“勾股定理”。,"直角三角形,勾股定理,直角边,斜边,定理,弦"
4968,，还有变形公式：，如：一条直角边是a，另一条直角边是b，如果a的平方与b的平方和等于斜边c的平方那么这个三角形是直角三角形。,"直角三角形,直角边,平方和,三角形,斜边,平方,公式"
4969,（1）斜边一定是直角三角形的三条边中最长的。,"直角三角形,斜边"
4970,有斜边和一条直角边对应相等的两个直角三角形全等。,"直角三角形,直角边,斜边,全等"
4971,"在一个直角三角形中,若一个角等于30度,则30度角所对的直角边是斜边的一半。","直角三角形,直角边,斜边"
4972,点评：过顶点作一条对角线的平行线，把两条对角线的数量关系和位置关系集中到一个三角形中，将求梯形上下底的长转化为求直角三角形斜边的长。,"直角三角形,数量关系,平行线,三角形,对角线,斜边,梯形,顶点"
4973,性质1：锐角三角形的外心在三角形内。,"锐角三角形,三角形,外心"
4974,直角三角形的外心在斜边上，与斜边中点重合。,"直角三角形,重合,斜边,中点,外心"
4975,钝角三角形的外心在三角形外。,"钝角三角形,三角形,外心"
4976,在几何中，斜边是直角三角形的最长边，与直角相对。,"直角三角形,斜边,几何,直角"
4977,"直角三角形的性质:在直角三角形中,如果一条边等于斜边的一半,那么这条直角边所对的角等于30度。","直角三角形,直角边,斜边"
4978,直角三角形的内切圆的半径=二分之一×（直角边+另一直角边－斜边）。,"直角三角形,直角边,内切圆,斜边,半径"
4979,又可以组成一个直角三角形，而这个直角三角形的斜边就是体对角线。,"直角三角形,对角线,斜边"
4980,直角三角形外接圆半径=二分之一×斜边。,"外接圆半径,直角三角形,斜边"
4981,（4）在一个角为30°直角三角形中，直角所对应的边上的中线为斜边的一半。,"直角三角形,斜边,中线,直角"
4982,斜边相等的直角三角形中，以等腰直角三角形的面积和周长最大。,"等腰直角三角形,直角三角形,面积,斜边,周长"
4983,"直角三角形全等的判定:如果直角三角形的斜边和一条直角边对应相等,那么这两个直角三角形全等。","直角三角形,直角边,斜边,全等"
4984,勾股定理是一个基本的几何定理，指直角三角形的两条直角边的平方和等于斜边的平方。,"直角三角形,勾股定理,直角边,平方和,斜边,几何,定理,平方"
4985,直角三角形外心在三角形斜边中点。,"直角三角形,三角形,斜边,中点,外心"
4986,在直角三角形中，如果有一条直角边等于斜边的一半，那么这条直角边所对的锐角等于30°。,"直角三角形,直角边,斜边,锐角"
